,Employee_ID,Age,Gender,Job_Role,Monthly_Income,Job_Satisfaction,Work_Life_Balance,Distance_From_Home_KM,Num_Projects,Avg_Monthly_Hours,Years_at_Company,Years_Since_Last_Promotion,Training_Times_Last_Year,Education_Level,Attrition_Risk_Level
13151,EMP-13152,49,Female,HR Specialist,8644,4,3,3.2,8,164.0,10,10,3,4,1
13152,EMP-13153,30,Male,Data Scientist,9623,4,3,6.4,7,164.2,6,5,4,2,0
13153,EMP-13154,40,Female,Analyst,11805,1,4,7.2,6,186.6,0,0,3,2,0
13154,EMP-13155,22,Male,Manager,5892,3,2,6.5,8,195.9,0,0,1,3,0
13155,EMP-13156,35,Female,Data Scientist,8971,4,4,9.9,2,142.7,13,1,4,5,0
13156,EMP-13157,34,Male,Sales Executive,8874,3,4,4.0,7,164.2,12,7,2,1,1
13157,EMP-13158,29,Female,Analyst,6731,3,2,10.5,2,133.9,1,0,4,4,0
13158,EMP-13159,25,Female,HR Specialist,7920,2,3,9.4,4,181.8,1,0,0,4,0
13159,EMP-13160,38,Male,HR Specialist,6551,4,3,6.1,5,172.5,15,13,1,3,2
13160,EMP-13161,51,Male,Analyst,9764,3,2,4.7,6,146.5,9,0,6,4,0
13161,EMP-13162,45,Male,Software Engineer,9938,3,3,23.0,5,138.2,24,8,4,3,1
13162,EMP-13163,27,Male,Data Scientist,8385,3,3,13.5,4,157.3,1,1,1,2,0
13163,EMP-13164,34,Female,Data Scientist,6658,3,2,8.2,3,207.8,3,3,4,3,1
13164,EMP-13165,40,Female,Analyst,10227,4,2,8.7,6,190.6,4,3,4,1,0
13165,EMP-13166,43,Female,Analyst,11555,2,4,22.2,5,183.5,0,0,2,2,0
13166,EMP-13167,43,Male,Software Engineer,7433,3,3,14.5,4,158.7,18,17,6,3,2
13167,EMP-13168,53,Male,Data Scientist,13418,4,2,2.5,5,185.5,27,25,0,4,2
13168,EMP-13169,34,Female,Manager,7539,3,2,10.7,8,172.5,6,5,2,3,1
13169,EMP-13170,27,Female,HR Specialist,8079,3,2,11.9,7,209.2,4,0,2,3,1
13170,EMP-13171,27,Female,Sales Executive,6205,4,3,13.6,7,207.0,1,1,6,2,0
13171,EMP-13172,34,Male,Manager,7227,3,2,11.9,8,149.8,3,0,0,4,0
13172,EMP-13173,33,Male,Software Engineer,5319,3,4,14.5,8,211.0,8,8,1,4,2
13173,EMP-13174,37,Female,Software Engineer,8299,4,3,3.2,7,149.9,15,14,4,2,2
13174,EMP-13175,26,Male,Data Scientist,9548,3,3,3.2,5,166.9,4,4,6,2,1
13175,EMP-13176,29,Male,Data Scientist,4702,4,2,5.6,7,178.4,9,0,4,3,0
13176,EMP-13177,36,Male,Sales Executive,5767,2,2,7.2,3,217.0,0,0,1,1,1
13177,EMP-13178,39,Female,Sales Executive,9179,3,4,12.0,3,158.3,7,4,2,1,0
13178,EMP-13179,26,Female,Manager,7836,1,4,16.2,7,160.2,4,1,6,3,1
13179,EMP-13180,22,Female,Data Scientist,8184,3,4,4.0,2,147.0,1,1,6,3,0
13180,EMP-13181,46,Male,Sales Executive,8951,3,3,2.9,5,137.3,4,0,0,3,0
13181,EMP-13182,37,Female,Software Engineer,7204,4,4,1.0,2,141.8,3,0,5,3,0
13182,EMP-13183,40,Female,Data Scientist,10801,2,3,13.5,8,204.8,17,9,4,4,2
13183,EMP-13184,26,Male,Manager,4881,2,2,7.2,8,160.3,1,0,3,4,1
13184,EMP-13185,27,Female,Software Engineer,5012,3,3,14.4,4,201.7,6,5,6,5,1
13185,EMP-13186,21,Male,Sales Executive,7803,2,4,4.9,7,182.5,0,0,0,3,0
13186,EMP-13187,29,Male,Software Engineer,5516,2,2,7.5,8,205.3,9,3,3,2,1
13187,EMP-13188,54,Male,HR Specialist,10808,3,3,2.7,3,148.5,0,0,6,2,0
13188,EMP-13189,27,Female,Analyst,7018,1,2,1.8,2,177.7,1,0,2,2,1
13189,EMP-13190,26,Female,Manager,4444,4,1,2.8,5,214.8,0,0,5,3,1
13190,EMP-13191,27,Male,Manager,7243,3,4,14.5,2,169.1,7,0,1,4,0
13191,EMP-13192,23,Female,Sales Executive,6261,2,2,6.4,2,184.3,2,1,4,4,1
13192,EMP-13193,35,Female,Sales Executive,11060,4,2,9.3,2,178.3,8,2,0,3,0
13193,EMP-13194,46,Female,HR Specialist,9885,4,2,14.2,6,164.5,22,0,6,4,0
13194,EMP-13195,34,Female,Manager,10023,4,2,12.8,7,192.3,8,3,5,3,0
13195,EMP-13196,38,Female,Analyst,6353,3,3,11.9,4,171.3,12,1,0,4,0
13196,EMP-13197,20,Male,HR Specialist,7824,1,3,5.4,6,178.7,0,0,3,3,1
13197,EMP-13198,39,Female,Analyst,8919,1,3,20.2,4,148.7,5,5,6,3,1
13198,EMP-13199,35,Male,Analyst,8477,3,2,16.0,2,204.8,14,1,1,1,1
13199,EMP-13200,28,Male,Sales Executive,5552,1,3,20.9,2,151.2,7,4,1,2,1
13200,EMP-13201,32,Female,Sales Executive,7453,4,1,3.0,8,154.8,6,6,4,5,1
13201,EMP-13202,34,Female,Manager,8877,3,4,20.9,4,124.4,9,2,0,3,0
13202,EMP-13203,41,Male,Sales Executive,9222,3,2,22.1,5,175.2,1,1,6,3,0
13203,EMP-13204,42,Female,Manager,10156,4,1,3.3,3,189.4,7,7,3,3,1
13204,EMP-13205,42,Female,Analyst,7735,2,4,6.8,2,173.8,10,9,3,1,2
13205,EMP-13206,32,Male,Data Scientist,7994,2,3,6.3,5,194.2,10,2,3,2,1
13206,EMP-13207,30,Male,HR Specialist,7301,4,4,1.4,2,171.1,1,1,6,1,0
13207,EMP-13208,20,Male,Manager,6677,2,3,5.1,7,192.5,0,0,0,3,0
13208,EMP-13209,54,Female,Software Engineer,11147,4,1,4.5,5,152.1,16,5,4,3,1
13209,EMP-13210,23,Male,Sales Executive,6266,4,3,11.3,8,177.5,1,0,2,3,0
13210,EMP-13211,33,Female,Analyst,7445,2,4,7.0,8,147.2,6,1,2,5,0
13211,EMP-13212,39,Female,Data Scientist,9569,3,2,2.0,5,178.0,7,2,6,2,0
13212,EMP-13213,35,Male,Sales Executive,5988,3,1,4.2,7,146.5,10,4,4,3,1
13213,EMP-13214,29,Male,Sales Executive,8596,3,3,7.5,3,166.6,8,0,4,1,0
13214,EMP-13215,43,Male,Software Engineer,11458,4,3,17.7,8,147.9,2,2,3,4,0
13215,EMP-13216,38,Female,HR Specialist,9757,3,3,8.1,6,147.2,1,0,3,4,0
13216,EMP-13217,49,Female,Manager,9783,3,2,25.2,4,154.5,16,11,4,3,2
13217,EMP-13218,39,Female,Sales Executive,10898,3,3,3.0,8,146.2,3,3,3,3,0
13218,EMP-13219,25,Female,Manager,8061,4,3,16.3,6,127.6,5,2,5,5,0
13219,EMP-13220,39,Female,Software Engineer,11337,2,3,19.7,2,155.5,2,2,1,3,0
13220,EMP-13221,46,Male,Software Engineer,11119,4,4,6.6,4,167.9,16,0,1,1,0
13221,EMP-13222,44,Female,Data Scientist,8926,4,3,5.2,6,189.4,12,8,5,3,1
13222,EMP-13223,45,Male,HR Specialist,8427,1,4,1.1,4,140.2,6,3,4,4,0
13223,EMP-13224,46,Female,HR Specialist,8671,4,2,29.1,8,206.3,22,18,4,3,2
13224,EMP-13225,31,Female,Data Scientist,5928,3,3,9.0,3,161.8,6,2,3,3,0
13225,EMP-13226,38,Female,Data Scientist,6312,3,4,12.1,2,172.6,12,9,3,3,1
13226,EMP-13227,34,Male,Data Scientist,10021,2,4,7.8,6,185.8,2,2,3,5,0
13227,EMP-13228,28,Female,Data Scientist,9410,3,3,11.7,4,164.3,4,2,1,4,0
13228,EMP-13229,20,Female,Analyst,4077,2,3,17.6,2,174.6,0,0,6,2,1
13229,EMP-13230,52,Female,Data Scientist,10622,4,3,1.7,2,173.3,19,4,2,3,0
13230,EMP-13231,41,Male,Software Engineer,7001,3,2,6.9,3,189.4,17,5,4,4,1
13231,EMP-13232,20,Male,HR Specialist,4356,4,3,1.4,8,171.9,0,0,3,3,0
13232,EMP-13233,43,Male,Data Scientist,9065,3,2,12.0,5,169.2,18,2,4,3,0
13233,EMP-13234,27,Male,Manager,6667,4,1,3.5,7,131.2,0,0,6,5,0
13234,EMP-13235,44,Male,Manager,9644,3,3,10.9,2,148.9,0,0,5,3,0
13235,EMP-13236,45,Female,Analyst,11577,3,1,5.8,4,132.3,10,7,2,3,1
13236,EMP-13237,36,Female,Data Scientist,8268,3,4,5.8,5,151.4,0,0,1,3,0
13237,EMP-13238,20,Female,Software Engineer,7169,3,3,6.1,6,214.1,0,0,0,2,0
13238,EMP-13239,40,Male,Software Engineer,9244,3,2,8.1,5,215.5,11,2,3,3,1
13239,EMP-13240,28,Male,Manager,4553,3,2,8.8,2,135.6,5,3,0,2,1
13240,EMP-13241,33,Female,HR Specialist,7161,3,4,30.5,6,171.1,1,1,4,1,0
13241,EMP-13242,34,Female,Software Engineer,6922,3,3,6.9,8,156.8,3,1,6,3,0
13242,EMP-13243,30,Male,Software Engineer,9542,2,3,11.9,8,158.5,6,1,3,3,0
13243,EMP-13244,33,Female,HR Specialist,8745,2,4,10.4,6,195.6,4,3,4,1,1
13244,EMP-13245,20,Male,Software Engineer,7380,2,2,3.6,3,120.0,0,0,4,3,0
13245,EMP-13246,25,Male,Analyst,5095,3,4,4.6,8,145.8,3,1,3,4,0
13246,EMP-13247,34,Male,HR Specialist,6741,3,3,19.2,3,126.8,13,10,0,3,2
13247,EMP-13248,20,Male,Sales Executive,5660,1,2,9.4,8,142.1,0,0,5,1,1
13248,EMP-13249,33,Male,Manager,8472,2,3,8.1,7,165.1,9,3,5,3,1
13249,EMP-13250,38,Female,HR Specialist,7869,3,3,1.0,2,182.8,14,13,3,2,2
13250,EMP-13251,36,Female,Data Scientist,6986,4,3,10.0,3,174.4,4,4,2,4,0
13251,EMP-13252,37,Female,HR Specialist,8513,4,4,1.0,8,146.1,6,0,2,1,0
13252,EMP-13253,52,Male,Manager,10356,3,2,20.7,2,152.4,26,9,5,2,2
13253,EMP-13254,26,Male,Analyst,4979,2,1,7.4,8,211.9,0,0,0,2,1
13254,EMP-13255,35,Male,Data Scientist,5821,1,4,9.7,6,195.2,13,3,5,3,1
13255,EMP-13256,42,Female,Manager,10930,3,3,8.6,2,164.3,1,1,2,3,0
13256,EMP-13257,29,Female,Analyst,8391,3,3,8.6,4,205.4,2,1,1,5,0
13257,EMP-13258,32,Male,Sales Executive,6465,4,3,5.9,4,181.3,7,6,4,5,1
13258,EMP-13259,37,Female,Software Engineer,7875,3,2,4.0,6,221.0,17,0,6,3,0
13259,EMP-13260,34,Male,HR Specialist,7206,4,4,5.5,7,180.9,1,0,3,4,0
13260,EMP-13261,35,Male,Sales Executive,8660,1,3,3.5,4,161.0,11,0,1,4,0
13261,EMP-13262,28,Male,Manager,6234,4,3,24.0,5,191.4,5,0,5,4,0
13262,EMP-13263,30,Male,Data Scientist,9297,3,3,11.2,4,130.8,3,1,3,2,0
13263,EMP-13264,21,Male,Manager,5891,3,4,11.6,5,169.5,0,0,0,3,0
13264,EMP-13265,28,Female,Manager,9757,3,3,8.5,7,165.1,1,1,1,1,0
13265,EMP-13266,38,Male,Sales Executive,7846,2,3,9.7,3,197.2,0,0,0,3,0
13266,EMP-13267,25,Male,Software Engineer,6380,2,4,14.8,3,169.6,1,1,6,3,0
13267,EMP-13268,33,Female,Data Scientist,6393,2,2,5.0,8,152.3,1,1,2,5,1
13268,EMP-13269,33,Male,Data Scientist,6122,3,1,10.6,8,156.8,6,6,4,4,2
13269,EMP-13270,24,Male,Analyst,7160,3,4,3.6,2,181.4,0,0,4,3,0
13270,EMP-13271,35,Female,Software Engineer,8046,1,1,11.3,3,211.3,3,1,6,2,2
13271,EMP-13272,32,Female,Manager,8374,4,2,8.2,4,156.8,8,7,6,3,1
13272,EMP-13273,26,Male,Analyst,5731,1,2,7.7,8,133.0,0,0,2,1,1
13273,EMP-13274,40,Female,Manager,11114,3,4,5.4,3,169.7,6,2,4,3,0
13274,EMP-13275,38,Male,HR Specialist,8780,2,2,10.7,5,151.8,2,2,2,2,1
13275,EMP-13276,35,Male,Data Scientist,6751,4,4,11.9,2,155.3,9,7,2,2,1
13276,EMP-13277,33,Male,HR Specialist,8030,4,4,14.4,5,150.7,12,6,4,4,0
13277,EMP-13278,33,Male,Sales Executive,9417,3,3,17.8,5,187.6,6,2,6,4,0
13278,EMP-13279,28,Female,HR Specialist,6183,1,2,8.2,7,176.6,0,0,5,2,1
13279,EMP-13280,35,Male,Software Engineer,10639,2,4,17.2,3,211.1,7,1,6,1,0
13280,EMP-13281,38,Female,Data Scientist,6839,4,3,8.2,8,181.5,16,16,4,5,2
13281,EMP-13282,40,Male,HR Specialist,8543,3,3,2.4,6,173.8,0,0,6,1,0
13282,EMP-13283,36,Female,Data Scientist,9491,4,2,19.8,7,120.0,0,0,3,2,0
13283,EMP-13284,28,Male,Software Engineer,6244,3,3,2.8,6,154.3,5,2,3,5,0
13284,EMP-13285,51,Male,Sales Executive,11102,3,2,10.4,2,191.3,26,19,3,1,2
13285,EMP-13286,22,Male,Analyst,5357,2,2,2.6,8,178.8,0,0,3,5,1
13286,EMP-13287,29,Female,Analyst,7932,3,3,4.5,4,180.3,3,3,0,3,1
13287,EMP-13288,42,Male,HR Specialist,6244,4,2,9.9,7,208.4,17,14,6,1,2
13288,EMP-13289,20,Female,Software Engineer,7289,3,2,27.3,2,168.4,0,0,4,2,0
13289,EMP-13290,38,Female,Manager,8232,3,2,7.5,4,214.5,16,4,5,4,1
13290,EMP-13291,40,Female,HR Specialist,10155,2,3,13.5,5,176.1,3,2,5,3,1
13291,EMP-13292,47,Female,Analyst,9553,3,1,34.1,7,155.0,10,7,1,3,2
13292,EMP-13293,40,Female,HR Specialist,8536,3,3,7.3,4,138.9,16,0,5,3,0
13293,EMP-13294,47,Female,HR Specialist,10377,2,1,9.8,2,187.1,0,0,0,1,1
13294,EMP-13295,30,Female,Software Engineer,8324,3,2,4.5,7,166.7,6,6,2,3,1
13295,EMP-13296,31,Female,Software Engineer,6747,4,3,12.2,2,150.0,8,1,2,2,0
13296,EMP-13297,36,Male,Software Engineer,9928,3,2,1.9,7,162.1,7,2,5,3,0
13297,EMP-13298,26,Male,Sales Executive,4082,2,3,3.0,3,172.5,2,1,5,3,1
13298,EMP-13299,47,Male,Sales Executive,9597,4,4,11.7,8,155.6,15,8,0,2,1
13299,EMP-13300,33,Female,Software Engineer,6970,3,4,4.7,7,169.4,11,10,4,5,1
13300,EMP-13301,20,Female,Manager,4493,2,3,2.4,4,195.9,0,0,2,3,1
13301,EMP-13302,34,Female,HR Specialist,9092,4,2,20.5,8,183.9,1,0,1,4,0
13302,EMP-13303,23,Female,Software Engineer,9143,2,3,1.2,6,181.2,1,1,5,4,0
13303,EMP-13304,30,Female,Software Engineer,6638,1,2,7.7,2,162.5,0,0,6,4,1
13304,EMP-13305,34,Female,HR Specialist,7001,3,2,22.0,5,174.0,5,3,1,3,1
13305,EMP-13306,29,Female,Software Engineer,7157,4,4,19.5,3,176.2,4,0,5,5,0
13306,EMP-13307,28,Male,Manager,7195,2,3,12.9,8,186.6,1,1,1,3,1
13307,EMP-13308,26,Male,Software Engineer,8801,2,3,15.0,2,125.1,4,4,2,3,1
13308,EMP-13309,34,Female,Data Scientist,6265,3,2,4.8,5,202.1,4,1,5,3,1
13309,EMP-13310,29,Male,Sales Executive,5433,3,3,17.6,2,178.3,0,0,3,1,0
13310,EMP-13311,42,Male,Manager,6083,3,2,9.7,3,173.3,20,1,3,3,0
13311,EMP-13312,35,Male,Software Engineer,7839,1,3,2.1,8,156.5,13,9,5,1,2
13312,EMP-13313,31,Male,Sales Executive,7450,3,2,9.2,5,159.8,7,0,5,3,0
13313,EMP-13314,33,Female,Analyst,8169,4,3,9.4,6,176.6,3,1,3,3,0
13314,EMP-13315,34,Male,Software Engineer,6614,1,3,11.9,7,156.4,2,2,6,1,1
13315,EMP-13316,38,Female,Manager,7220,2,4,6.7,4,153.4,1,0,0,4,0
13316,EMP-13317,23,Female,Software Engineer,4024,3,3,14.6,4,155.0,0,0,4,2,0
13317,EMP-13318,31,Male,Analyst,7247,1,3,5.2,3,171.8,8,1,2,2,1
13318,EMP-13319,45,Female,HR Specialist,9586,3,3,1.0,6,142.5,11,8,3,4,1
13319,EMP-13320,28,Female,Data Scientist,9447,3,3,6.2,3,125.7,4,1,1,3,0
13320,EMP-13321,48,Female,Analyst,10405,2,2,12.7,2,177.4,10,1,1,3,1
13321,EMP-13322,32,Male,Analyst,7949,1,3,4.8,6,140.8,9,2,4,2,1
13322,EMP-13323,28,Male,HR Specialist,5282,4,4,24.4,4,180.7,6,6,4,1,1
13323,EMP-13324,20,Male,HR Specialist,5993,3,3,10.1,5,209.8,0,0,5,1,0
13324,EMP-13325,35,Male,Data Scientist,5847,1,3,24.0,8,171.2,10,9,0,3,2
13325,EMP-13326,35,Male,Software Engineer,8635,2,2,10.6,3,188.5,15,8,3,2,2
13326,EMP-13327,37,Male,Manager,7802,3,3,5.0,5,161.8,9,3,3,3,0
13327,EMP-13328,44,Female,Manager,9049,3,2,15.2,2,159.5,19,10,6,4,2
13328,EMP-13329,37,Male,Sales Executive,9611,2,3,3.4,5,151.3,1,0,1,2,0
13329,EMP-13330,42,Female,Manager,11996,4,2,3.8,3,181.2,5,4,3,4,0
13330,EMP-13331,47,Female,HR Specialist,9165,3,3,12.8,3,205.4,17,15,0,1,2
13331,EMP-13332,48,Male,HR Specialist,8295,3,4,9.9,6,160.7,11,5,3,3,0
13332,EMP-13333,34,Female,HR Specialist,6002,2,4,5.2,3,168.6,8,7,6,4,1
13333,EMP-13334,42,Male,HR Specialist,7451,4,2,23.4,7,175.1,18,18,3,2,2
13334,EMP-13335,32,Male,Sales Executive,10444,4,4,5.6,7,224.1,7,6,4,3,1
13335,EMP-13336,33,Female,Software Engineer,8097,4,3,15.7,3,160.0,9,6,4,4,1
13336,EMP-13337,21,Female,Analyst,7817,4,2,8.4,7,179.7,0,0,5,2,0
13337,EMP-13338,36,Female,Manager,9908,3,2,15.2,2,179.6,0,0,1,1,0
13338,EMP-13339,54,Female,Manager,12092,4,3,6.5,7,188.6,19,3,6,2,0
13339,EMP-13340,29,Female,Manager,6296,2,3,2.7,3,148.4,0,0,1,5,0
13340,EMP-13341,40,Male,Manager,11280,4,1,6.7,7,214.2,13,1,1,3,0
13341,EMP-13342,35,Male,Manager,7726,2,3,4.6,2,136.2,11,3,6,3,1
13342,EMP-13343,59,Male,Manager,9330,2,3,7.9,5,207.3,6,2,0,3,1
13343,EMP-13344,29,Male,Analyst,6205,1,4,31.8,2,163.0,4,0,5,1,1
13344,EMP-13345,47,Female,HR Specialist,12201,3,2,10.5,7,185.5,24,20,4,3,2
13345,EMP-13346,41,Female,Sales Executive,9950,4,2,10.0,3,201.6,15,5,6,2,1
13346,EMP-13347,49,Female,Software Engineer,12870,1,2,25.5,4,201.5,6,2,1,4,1
13347,EMP-13348,53,Male,Analyst,9208,2,4,5.5,5,188.7,0,0,5,3,0
13348,EMP-13349,38,Male,Data Scientist,6456,3,2,6.8,5,184.1,2,1,5,4,0
13349,EMP-13350,38,Female,Software Engineer,7921,4,3,14.3,8,148.0,2,1,4,1,0
13350,EMP-13351,20,Male,Software Engineer,6070,4,2,9.7,4,190.6,0,0,1,3,0
13351,EMP-13352,36,Female,Analyst,7827,4,3,16.4,4,149.2,2,1,4,5,0
13352,EMP-13353,33,Female,Sales Executive,8410,3,2,13.7,2,172.5,9,0,1,1,0
13353,EMP-13354,46,Male,Manager,12559,1,4,7.7,7,164.7,5,2,1,3,0
13354,EMP-13355,32,Male,Manager,9808,4,3,6.3,7,206.9,7,5,4,4,1
13355,EMP-13356,42,Female,HR Specialist,9532,1,4,14.6,5,200.2,3,1,6,3,1
13356,EMP-13357,47,Female,Software Engineer,7969,3,2,16.6,8,185.8,23,3,0,3,1
13357,EMP-13358,40,Male,Data Scientist,8463,4,2,14.3,5,192.0,16,13,6,3,2
13358,EMP-13359,25,Male,Data Scientist,9364,2,4,3.5,8,175.0,0,0,6,2,0
13359,EMP-13360,37,Male,Software Engineer,8583,3,1,5.4,7,141.0,4,0,2,4,0
13360,EMP-13361,35,Male,Analyst,6490,4,2,5.7,8,197.1,5,3,3,2,1
13361,EMP-13362,30,Female,Software Engineer,6346,4,3,5.1,8,184.9,0,0,1,2,0
13362,EMP-13363,29,Male,Manager,9280,3,2,4.4,7,173.1,1,1,6,2,0
13363,EMP-13364,36,Male,Data Scientist,5881,3,3,3.2,4,180.7,16,4,2,3,1
13364,EMP-13365,33,Male,Manager,5658,4,2,6.8,3,152.2,1,0,3,1,0
13365,EMP-13366,40,Female,Analyst,9694,2,4,20.8,3,153.0,7,6,0,3,1
13366,EMP-13367,35,Female,Manager,9550,4,2,6.3,3,178.4,6,1,3,5,0
13367,EMP-13368,34,Male,Analyst,6960,2,2,4.9,5,120.0,3,1,2,4,0
13368,EMP-13369,24,Male,Data Scientist,9406,2,3,5.5,6,161.1,2,0,1,2,0
13369,EMP-13370,29,Female,Analyst,8295,2,2,5.2,6,158.5,6,1,6,5,1
13370,EMP-13371,39,Female,Data Scientist,9893,2,2,10.4,2,199.9,10,5,2,3,2
13371,EMP-13372,47,Female,Analyst,9424,3,3,6.6,8,174.7,7,1,4,3,0
13372,EMP-13373,31,Female,Data Scientist,7484,1,4,7.8,4,160.4,6,0,3,4,0
13373,EMP-13374,30,Female,Manager,9649,4,2,23.7,7,188.9,4,3,6,4,1
13374,EMP-13375,28,Male,Analyst,5873,1,2,21.4,5,221.4,3,3,1,4,2
13375,EMP-13376,39,Male,HR Specialist,6046,4,4,28.1,2,185.1,15,7,5,3,1
13376,EMP-13377,41,Female,Sales Executive,7040,2,1,27.9,5,135.4,6,3,2,5,1
13377,EMP-13378,39,Male,Data Scientist,8713,2,2,20.8,2,153.7,5,1,1,1,1
13378,EMP-13379,39,Female,Software Engineer,9485,3,3,23.8,7,149.2,4,4,6,3,1
13379,EMP-13380,39,Female,Data Scientist,8493,3,1,4.9,7,154.5,13,9,3,4,2
13380,EMP-13381,37,Male,Data Scientist,9631,4,4,9.5,6,170.0,5,5,5,2,0
13381,EMP-13382,50,Female,Analyst,9911,4,2,9.3,4,208.1,7,6,3,2,1
13382,EMP-13383,20,Female,Software Engineer,4727,3,1,7.5,8,170.1,0,0,4,4,1
13383,EMP-13384,27,Female,Data Scientist,5633,3,2,6.1,4,130.0,4,0,3,3,0
13384,EMP-13385,45,Male,Analyst,12437,2,4,4.0,4,193.0,22,19,0,3,2
13385,EMP-13386,30,Female,Sales Executive,9609,4,3,14.9,5,150.8,6,4,0,5,0
13386,EMP-13387,33,Female,Analyst,5965,2,2,10.3,5,207.5,7,1,0,3,1
13387,EMP-13388,29,Female,Software Engineer,9356,4,2,2.3,5,212.9,5,2,0,2,0
13388,EMP-13389,25,Female,Manager,7109,3,3,4.1,6,171.5,0,0,1,3,0
13389,EMP-13390,40,Female,Manager,7356,3,3,5.6,7,186.1,10,2,6,3,0
13390,EMP-13391,37,Male,Data Scientist,7352,3,2,22.6,7,192.3,15,5,2,3,1
13391,EMP-13392,25,Female,HR Specialist,8021,2,2,5.8,7,138.3,3,3,2,4,1
13392,EMP-13393,31,Male,Data Scientist,8981,3,4,21.3,6,164.3,4,4,6,4,0
13393,EMP-13394,29,Male,Manager,8064,1,3,11.5,4,126.0,9,7,5,4,2
13394,EMP-13395,36,Female,HR Specialist,8740,4,2,13.2,4,154.2,4,1,5,2,0
13395,EMP-13396,21,Male,Analyst,5618,4,3,1.9,5,185.3,0,0,2,3,0
13396,EMP-13397,27,Female,Manager,6077,2,1,16.6,4,178.4,4,3,0,3,2
13397,EMP-13398,31,Female,Sales Executive,8983,2,2,1.5,6,167.3,3,0,6,5,0
13398,EMP-13399,32,Female,Sales Executive,8838,2,3,20.9,4,215.7,5,0,2,4,1
13399,EMP-13400,44,Female,Software Engineer,8949,2,4,12.9,6,203.0,17,3,0,5,1
13400,EMP-13401,39,Male,Sales Executive,8872,4,4,7.1,6,168.7,13,10,0,3,1
13401,EMP-13402,26,Male,Software Engineer,8944,4,3,2.6,2,151.3,4,4,0,1,0
13402,EMP-13403,37,Male,Manager,9619,3,2,4.9,5,152.9,8,2,3,3,0
13403,EMP-13404,29,Female,Manager,6224,3,2,10.8,5,163.9,1,0,5,5,0
13404,EMP-13405,25,Male,Software Engineer,4046,4,2,14.1,6,198.5,3,1,0,2,1
13405,EMP-13406,29,Female,Data Scientist,6051,2,4,13.2,8,160.9,0,0,4,4,0
13406,EMP-13407,37,Male,Sales Executive,9997,4,3,2.4,3,177.1,13,8,6,3,1
13407,EMP-13408,45,Male,Manager,11974,4,2,4.6,4,166.6,15,13,6,3,2
13408,EMP-13409,20,Female,HR Specialist,4602,3,2,1.0,8,196.4,0,0,0,2,0
13409,EMP-13410,27,Male,Analyst,5183,1,4,8.5,6,189.8,1,1,6,5,1
13410,EMP-13411,34,Female,Analyst,7388,1,2,3.7,3,191.4,12,1,5,4,1
13411,EMP-13412,34,Male,Software Engineer,9697,3,3,15.0,4,199.4,4,1,2,3,0
13412,EMP-13413,32,Male,HR Specialist,7198,3,4,6.5,6,145.6,8,1,4,3,0
13413,EMP-13414,29,Male,Sales Executive,5486,4,1,9.5,5,184.7,7,5,3,3,1
13414,EMP-13415,30,Male,Data Scientist,8929,4,2,7.7,6,161.1,1,1,2,2,0
13415,EMP-13416,36,Male,Software Engineer,11448,2,3,12.4,4,179.2,7,1,3,3,0
13416,EMP-13417,30,Female,Manager,4959,2,3,10.8,4,155.0,5,5,6,2,1
13417,EMP-13418,23,Male,Sales Executive,5757,3,4,22.5,6,158.8,0,0,3,2,0
13418,EMP-13419,20,Male,Analyst,7606,3,2,6.0,8,173.0,0,0,2,1,0
13419,EMP-13420,29,Female,HR Specialist,6113,4,4,8.5,2,239.7,7,3,2,1,0
13420,EMP-13421,32,Female,Sales Executive,6551,2,3,9.1,7,120.0,9,6,4,4,1
13421,EMP-13422,38,Male,Manager,8848,3,4,8.1,6,147.3,6,1,0,5,0
13422,EMP-13423,44,Female,Analyst,11576,2,2,2.9,3,193.4,5,5,3,2,1
13423,EMP-13424,53,Male,Sales Executive,12335,2,4,30.6,7,139.1,22,21,6,3,2
13424,EMP-13425,48,Female,Sales Executive,8752,3,3,15.3,2,189.3,1,1,5,2,0
13425,EMP-13426,20,Female,Analyst,7134,3,3,6.3,4,161.2,0,0,5,2,0
13426,EMP-13427,29,Female,HR Specialist,6623,2,3,7.5,7,200.0,4,3,6,1,1
13427,EMP-13428,36,Female,HR Specialist,10177,3,2,15.6,6,180.7,7,0,3,3,0
13428,EMP-13429,47,Male,Data Scientist,10414,2,4,4.0,2,134.7,26,8,3,4,1
13429,EMP-13430,46,Female,Software Engineer,12275,4,2,1.9,5,141.5,17,4,5,3,0
13430,EMP-13431,32,Female,Sales Executive,5989,2,3,12.0,7,138.5,2,2,1,2,1
13431,EMP-13432,31,Female,HR Specialist,9753,4,3,8.2,7,156.3,9,2,0,3,0
13432,EMP-13433,32,Male,Software Engineer,8126,3,2,11.1,6,161.4,4,1,5,4,0
13433,EMP-13434,20,Male,HR Specialist,6563,4,3,6.9,2,150.3,0,0,3,3,0
13434,EMP-13435,35,Female,Analyst,9771,3,2,14.0,3,160.1,0,0,3,4,0
13435,EMP-13436,44,Female,Analyst,11663,2,2,8.2,5,152.2,8,4,0,2,1
13436,EMP-13437,26,Female,Software Engineer,6334,4,2,15.3,8,163.0,0,0,2,5,0
13437,EMP-13438,37,Female,Data Scientist,10517,2,3,7.0,3,178.5,8,8,4,3,2
13438,EMP-13439,36,Female,Software Engineer,9178,4,3,12.7,3,154.9,11,8,1,3,1
